18271 18000 19000 19000
10152768 10018000 10031000 0
20291612 20018000 20044000 20018998
30430323 30018000 30056000 30017667
40574271 40018000 40075000 40024491
50718955 50018000 50088000 50019896
60864309 60018000 60103000 60018698
71012930 70018000 70117000 70016802
81163632 80018000 80133000 80018199
91316682 90018000 90149000 90020296
101471354 100018000 100165000 100019397
111630494 110018000 110178000 110015802
121789915 120018000 120197000 120020396
131951681 130018000 130212000 130018499
142113785 140018000 140226000 140016402
152281564 150018000 150244000 150019596
162450635 160018000 160266000 160024289
172619677 170018000 170280000 170017999
182792989 180018000 180297000 180016602
192967962 190018000 190316000 190017998
203145564 200018000 200334000 200018898
213325325 210018000 210353000 210020795
223505775 220018000 220370000 220017102
233690743 230018000 230390000 230019098
243874939 240018000 240408000 240018200
254064710 250018000 250429000 250020494
264255734 260018000 260449000 260019996
274448413 270018000 270468000 270017700
284644634 280018000 280490000 280020096
294841329 290018000 290511000 290019296
305037977 300018000 300526000 300013109
315239555 310018000 310549000 310019098
325445602 320018000 320571000 320020794
335652113 330018000 330593000 330021591
345859796 340018000 340614000 340019295
356068651 350018000 350633000 350014407
366280730 360018000 360655000 360017701
376496012 370018000 370677000 370019397
386714520 380018000 380701000 380021892
396933968 390018000 390724000 390020593
407154057 400018000 400744000 400015605
417377817 410018000 410767000 410017301
427604575 420018000 420790000 420018498
437832043 430018000 430816000 430022489
448063463 440018000 440840000 440020793
458297056 450018000 450866000 450020294
468529590 460018000 460887000 460014807
478768030 470018000 470912000 470017002
489007168 480018000 480936000 480018099
499250406 490018000 490960000 490018398
509492358 500018000 500982000 500016703
519738901 510018000 511011000 510022189
529987873 520018000 521039000 520023585
540238898 530018000 531064000 530019296
550489616 540018000 541084000 540011317
560745844 550018000 551115000 550019894
571004672 560018000 561146000 560025479
581262918 570018000 571168000 570016901
591525905 580018000 581197000 580018597
601790325 590018000 591220000 590012314
612055457 600018000 601249000 600019495
622325734 610018000 611280000 610024582
632594922 620018000 621305000 620017401
642869561 630018000 631335000 630019993
653145402 640018000 641363000 640017401
663422424 650018000 651391000 650017699
673701032 660018000 661419000 660018199
683982677 670018000 671447000 670017202
694267746 680018000 681478000 680020991
704554590 690018000 691506000 690018598
714844720 700018000 701537000 700020094
725135343 710018000 711567000 710019097
735432501 720018000 721601000 720022287
745724971 730018000 731630000 730018098
756021760 740018000 741659000 740015208
766325798 750018000 751693000 750020092
776628456 760018000 761722000 760017002
786933850 770018000 771756000 770021489
797238498 780018000 781785000 780016505
807552063 790018000 791819000 790019495
817861137 800018000 801852000 800020492
828176033 810018000 811881000 810015308
838494991 820018000 821919000 820023282
848812889 830018000 831951000 830018796
859131184 840018000 841982000 840016304
869455555 850018000 852015000 850017002
879780170 860018000 862050000 860019095
890109812 870018000 872084000 870020790
900438703 880018000 882116000 880017402
910774027 890018000 892151000 890018498
921109324 900018000 902190000 900023381
931443864 910018000 912220000 910015707
941785764 920018000 922257000 920018996
952126281 930018000 932293000 930018896
962468900 940018000 942325000 940015508
972817271 950018000 952365000 950023082
983166878 960018000 962400000 960018598
993518375 970018000 972436000 970018598
1003869423 980018000 982471000 980016903
1014227032 990018000 992509000 990018697
1024584069 1000018000 1002546000 1000020092
1034944022 1010018000 1012584000 1010020092
1045307073 1020018000 1022621000 1020018498
1055673106 1030018000 1032661000 1030020290
1066040184 1040018000 1042701000 1040021087
1076412558 1050018000 1052739000 1050018297
1086781960 1060018000 1062776000 1060015808
1097156528 1070018000 1072815000 1070017003
1107535636 1080018000 1082856000 1080020688
1117909004 1090018000 1092889000 1090013816
1128293596 1100018000 1102933000 1100021984
1138676426 1110018000 1112970000 1110017800
1149066339 1120018000 1123017000 1120026267
1159452569 1130018000 1133056000 1130020089
1169840924 1140018000 1143092000 1140011626
1180235989 1150018000 1153134000 1150017201
1190631383 1160018000 1163176000 1160019294
1201031613 1170018000 1173217000 1170021186
1211430426 1180018000 1183258000 1180019195
1221831604 1190018000 1193299000 1190017103
1232237722 1200018000 1203343000 1200020588
1242646385 1210018000 1213390000 1210024572
1253054226 1220018000 1223428000 1220015310
1263467598 1230018000 1233474000 1230019094
1273881403 1240018000 1243515000 1240015709
1284297148 1250018000 1253556000 1250015609
1294713396 1260018000 1263600000 1260019693
1305136774 1270018000 1273647000 1270022580
1315558948 1280018000 1283689000 1280019293
1325986296 1290018000 1293733000 1290017900
1336414863 1300018000 1303777000 1300017104
1346845057 1310018000 1313822000 1310018797
1357280689 1320018000 1323871000 1320023973
1367714134 1330018000 1333913000 1330016706
1378151429 1340018000 1343957000 1340015611
1388593008 1350018000 1354005000 1350019691
1399032232 1360018000 1364046000 1360014814
1409480348 1370018000 1374096000 1370022977
1419930159 1380018000 1384146000 1380024071
1430377496 1390018000 1394187000 1390014317
1440829187 1400018000 1404238000 1400020786
1451284699 1410018000 1414284000 1410016905
1461740532 1420018000 1424334000 1420021383
1472199188 1430018000 1434380000 1430018298
1482663052 1440018000 1444431000 1440019791
1493128264 1450018000 1454478000 1450018000
1503595642 1460018000 1464529000 1460020089
1514063788 1470018000 1474579000 1470020189
1524534266 1480018000 1484625000 1480014816
1535010691 1490018000 1494676000 1490018896
1545485133 1500018000 1504724000 1500017004
1555963581 1510018000 1514774000 1510019293
1566442571 1520018000 1524822000 1520017702
1576926935 1530018000 1534875000 1530021183
1587412967 1540018000 1544924000 1540018995
1597901674 1550018000 1554977000 1550020885
1608393759 1560018000 1565027000 1560018197
1618885163 1570018000 1575078000 1570017402
1629381481 1580018000 1585132000 1580021083
1639877553 1590018000 1595181000 1590016308
1650379108 1600018000 1605237000 1600022078
1660883869 1610018000 1615289000 1610019094
1671388561 1620018000 1625343000 1620019491
1681894413 1630018000 1635392000 1630014616
1692404571 1640018000 1645445000 1640016208
1702914864 1650018000 1655500000 1650021084
1713430860 1660018000 1665550000 1660017003
1723948274 1670018000 1675608000 1670023372
1734468244 1680018000 1685660000 1680017899
1744989009 1690018000 1695718000 1690021977
1755515086 1700018000 1705771000 1700018000
1766042836 1710018000 1715824000 1710015016
1776568882 1720018000 1725879000 1720017901
1787102685 1730018000 1735938000 1730022376
1797637508 1740018000 1745992000 1740019591
1808175317 1750018000 1756048000 1750018397
1818715701 1760018000 1766106000 1760019491
1829255158 1770018000 1776161000 1770017204
