6082 6000 10000 10000
10140595 10006000 10075000 0
20279425 20006000 20142000 20007986
30418129 30006000 30209000 30007324
40562095 40006000 40284000 40014940
50706773 50006000 50363000 50020301
60852112 60006000 60430000 60005997
71000742 70006000 70502000 70003417
81151450 80006000 80578000 80006793
91304514 90006000 90656000 90012451
101459177 100006000 100740000 100019897
111618302 110006000 110819000 110011555
121777734 120006000 120892000 120000245
131939512 130006000 130980000 130011654
142101591 140006000 141058000 140006594
152269376 150006000 151141000 150010066
162438438 160006000 161230000 160014926
172607492 170006000 171314000 170008677
182780810 180006000 181401000 180010362
192955783 190006000 191487000 190006495
203133390 200006000 201580000 200012443
213313152 210006000 211675000 210016606
223493604 220006000 221760000 220004313
233678574 230006000 231856000 230009567
243862745 240006000 241951000 240009963
254052523 250006000 252046000 250010656
264243546 260006000 262145000 260013429
274436209 270006000 272237000 270003424
284632451 280006000 282345000 280017092
294829148 290006000 292446000 290013426
305025797 300006000 302543000 300005206
315227349 310006000 312647000 310008275
325433417 320006000 322751000 320007979
335639920 330006000 332852000 330007682
345847585 340006000 342961000 340013126
356056457 350006000 353066000 350008869
366268540 360006000 363171000 360007186
376483824 370006000 373282000 370011540
386702321 380006000 383399000 380017476
396921784 390006000 393508000 390010548
407141882 400006000 403620000 400007186
417365609 410006000 413734000 410006790
427592398 420006000 423856000 420015789
437819826 430006000 433967000 430007580
448051298 440006000 444079000 440001846
458284865 450006000 454205000 450014402
468517400 460006000 464323000 460011236
478755857 470006000 474442000 470010347
488994969 480006000 484568000 480012521
499238213 490006000 494687000 490005109
509480165 500006000 504815000 500013212
519726706 510006000 514940000 510010247
529975671 520006000 525070000 520012616
540226702 530006000 535200000 530012813
550477434 540006000 545324000 540003333
560733654 550006000 555454000 550006790
570992465 560006000 565595000 560018636
581250744 570006000 575716000 570002246
591513706 580006000 585855000 580012215
601778142 590006000 595992000 590011919
612043263 600006000 606129000 600011720
622313559 610006000 616266000 610011325
632582720 620006000 626404000 620006196
642857368 630006000 636548000 630013102
653133203 640006000 646684000 640006097
663410236 650006000 656826000 650008169
673688826 660006000 666971000 660011325
683970479 670006000 677116000 670011719
694255550 680006000 687258000 680008068
704542415 690006000 697412000 690015464
714832531 700006000 707560000 700011617
725123143 710006000 717706000 710006392
735420308 720006000 727859000 720009940
745712805 730006000 738011000 730009152
756009579 740006000 748165000 740012206
766313614 750006000 758323000 750014175
776616251 760006000 768478000 760009150
786921662 770006000 778630000 770003832
797226299 780006000 788788000 780007280
807539880 790006000 798957000 790020080
817848939 800006000 809109000 800006391
828163825 810006000 819270000 810006884
838482797 820006000 829436000 820010822
848800696 830006000 839598000 830009245
859118978 840006000 849763000 840012198
