12180 12000 14000 14000
10146685 10012000 10070000 0
20285525 20012000 20135000 20020950
30424223 30012000 30193000 30011004
40568182 40012000 40262000 40020448
50712868 50012000 50329000 50020446
60858210 60012000 60391000 60011701
71006832 70012000 70458000 70013588
81157545 80012000 80523000 80010708
91310594 90012000 90592000 90016073
101465257 100012000 100663000 100018953
111624403 110012000 110740000 110023123
121783816 120012000 120807000 120012593
131945594 130012000 130880000 130012198
142107693 140012000 140951000 140010609
152275474 150012000 151031000 150019942
162444543 160012000 161110000 160022324
172613597 170012000 171180000 170009120
182786893 180012000 181262000 180015870
192961863 190012000 191343000 190016861
203139477 200012000 201421000 200014976
213319233 210012000 211508000 210021226
223499686 220012000 221584000 220008726
233684660 230012000 231669000 230014677
243868845 240012000 241751000 240013487
254058606 250012000 251838000 250017057
264249642 260012000 261923000 260016858
274442305 270012000 272010000 270014874
284638553 280012000 282106000 280023502
294835236 290012000 292193000 290014774
305031896 300012000 302280000 300010115
315233448 310012000 312368000 310008530
325439510 320012000 322468000 320021515
335646021 330012000 332559000 330018242
345853693 340012000 342656000 340018340
356062564 350012000 352753000 350015862
366274643 360012000 362846000 360009820
376489912 370012000 372943000 370013584
386708413 380012000 383042000 380015168
396927875 390012000 393145000 390020319
407147975 400012000 403245000 400017147
417371709 410012000 413349000 410016752
427598491 420012000 423452000 420014672
437825935 430012000 433552000 430010218
448057382 440012000 443659000 440016058
458290969 450012000 453766000 450017245
468523495 460012000 463873000 460017046
478761947 470012000 473981000 470015760
489001064 480012000 484090000 480014176
499244318 490012000 494204000 490019024
509486269 500012000 504309000 500010317
519732795 510012000 514425000 510017044
529981777 520012000 524538000 520016053
540232809 530012000 534648000 530011702
550483514 540012000 544766000 540018031
560739753 550012000 554885000 550018623
570998572 560012000 565006000 560021094
581256831 570012000 575121000 570012492
591519808 580012000 585244000 580014964
601784245 590012000 595364000 590013975
612049352 600012000 605483000 600012197
622319648 610012000 615613000 610022177
632588815 620012000 625734000 620014073
642863469 630012000 635861000 630016642
653139308 640012000 645984000 640011505
663416343 650012000 656114000 650015950
673694925 660012000 666238000 660013184
683976586 670012000 676368000 670015456
694261639 680012000 686499000 680017528
704548497 690012000 696633000 690019107
714838626 700012000 706768000 700019797
725129236 710012000 716901000 710014270
735426392 720012000 727032000 720009730
745718886 730012000 737172000 730017131
756015666 740012000 747305000 740013183
766319702 750012000 757449000 750021768
776622349 760012000 767587000 760016437
786927751 770012000 777727000 770013873
797232400 780012000 787870000 780016338
807545967 790012000 798016000 790017915
817855035 800012000 808151000 800008153
828169929 810012000 818298000 810014661
838488887 820012000 828446000 820018604
848806798 830012000 838594000 830019490
